Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
127.0.0.1-127.0.0.1-33668-46376-6,127.0.0.1,33668,127.0.0.1,46376,6,08/02/2018 11:19:06,15000642,8,0,96.0,0.0,74.0,0.0,12.0,25.62922439047157,0,0,0,0,6.399726091723275,0.5333105076436062,2142948.8571428573,5653529.281081433,1.4963911E7,11.0,1.5000642E7,2142948.8571428573,5653529.281081433,1.4963911E7,11.0,0,0,0,0,0,0,0,0,0,264,0,0.5333105076436062,0.0,0.0,74.0,10.666666666666666,24.305349205473266,590.7499999999999,0,0,0,1,0,0,0,0,0.0,12.0,12.0,0.0,0,0,0,0,0,0,8,96,0,0,43690,-1,3,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-46376-33668-6,127.0.0.1,46376,127.0.0.1,33668,6,08/02/2018 11:19:06,15000681,6,0,46.0,0.0,30.0,0.0,7.666666666666666,12.67543556122103,0,0,0,0,3.066527446320604,0.39998184082442656,3000136.2,6708390.532418391,1.500047E7,31.0,1.5000681E7,3000136.2,6708390.532418391,1.500047E7,31.0,0,0,0,0,0,0,0,0,0,200,0,0.39998184082442656,0.0,0.0,30.0,6.571428571428571,11.92835756865606,142.28571428571428,0,0,0,1,1,0,0,0,0.0,7.666666666666667,7.666666666666667,0.0,0,0,0,0,0,0,6,46,0,0,43690,-1,2,32,0,0,0,0,0,0,0,0,CIC
131.202.242.189-52.179.189.71-44320-443-6,131.202.242.189,44320,52.179.189.71,443,6,08/02/2018 11:19:27,82660,8,4,299.0,5433.0,206.0,0.0,37.375,75.50768645830512,2896.0,0.0,1358.25,1195.8356562114488,69344.30195983547,145.17299782240505,7514.545454545455,16169.75054454234,41493.0,7.0,82660.0,11808.57142857143,19421.774891919147,41505.0,112.0,42027.0,14009.0,23927.416011763577,41638.0,192.0,0,0,0,0,264,136,96.78199854827002,48.39099927413501,0.0,2896.0,440.9230769230769,875.2692406281301,766096.2435897435,0,0,0,1,0,0,0,0,0.0,477.6666666666667,37.375,1358.25,0,0,0,0,0,0,8,299,4,5433,29200,1029,2,32,0,0,0,0,0,0,0,0,CIC
131.202.242.189-31.216.147.134-52218-443-6,131.202.242.189,52218,31.216.147.134,443,6,08/02/2018 11:19:39,18,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,1722222.2222222222,111111.11111111111,18.0,0.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0,0,0,0,0,1,0,0,0,64,0,111111.11111111111,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,342,-1,0,32,0,0,0,0,0,0,0,0,CIC
131.202.242.189-31.216.147.134-52218-443-6,31.216.147.134,443,131.202.242.189,52218,6,08/02/2018 11:19:39,42,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,738095.2380952381,71428.57142857143,21.0,21.213203435596427,36.0,6.0,42.0,42.0,0.0,42.0,42.0,0,0,0,0,0,1,0,0,0,64,20,47619.04761904762,23809.52380952381,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,245,0,0,32,0,0,0,0,0,0,0,0,CIC
131.202.242.189-31.216.147.156-43054-80-6,131.202.242.189,43054,31.216.147.156,80,6,08/02/2018 11:19:39,129019,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.501592788659035,129019.0,0.0,129019.0,129019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7.750796394329518,7.750796394329518,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,229,237,0,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-33672-46376-6,127.0.0.1,33672,127.0.0.1,46376,6,08/02/2018 11:19:26,15000506,8,0,96.0,0.0,74.0,0.0,12.0,25.62922439047157,0,0,0,0,6.399784113949223,0.5333153428291019,2142929.4285714286,5651909.190060437,1.496021E7,13.0,1.5000506E7,2142929.4285714286,5651909.190060437,1.496021E7,13.0,0,0,0,0,0,0,0,0,0,264,0,0.5333153428291019,0.0,0.0,74.0,10.666666666666666,24.305349205473266,590.7499999999999,0,0,0,1,0,0,0,0,0.0,12.0,12.0,0.0,0,0,0,0,0,0,8,96,0,0,43690,-1,3,32,0,0,0,0,0,0,0,0,CIC
127.0.0.1-127.0.0.1-46376-33672-6,127.0.0.1,46376,127.0.0.1,33672,6,08/02/2018 11:19:26,15000519,6,0,46.0,0.0,30.0,0.0,7.666666666666666,12.67543556122103,0,0,0,0,3.0665605636711635,0.39998616047884744,3000103.8,6708278.3935902435,1.5000237E7,43.0,1.5000519E7,3000103.8,6708278.3935902435,1.5000237E7,43.0,0,0,0,0,0,0,0,0,0,200,0,0.39998616047884744,0.0,0.0,30.0,6.571428571428571,11.92835756865606,142.28571428571428,0,0,0,1,1,0,0,0,0.0,7.666666666666667,7.666666666666667,0.0,0,0,0,0,0,0,6,46,0,0,43690,-1,2,32,0,0,0,0,0,0,0,0,CIC
131.202.242.189-34.192.86.200-46802-443-6,131.202.242.189,46802,34.192.86.200,443,6,08/02/2018 11:19:41,5198208,15,13,1741.0,947.0,768.0,0.0,116.06666666666666,225.6939984855179,453.0,0.0,72.84615384615384,123.89165034674865,517.1012779788728,5.386471645613257,192526.2222222222,767232.3219883036,3909211.0,1.0,5198207.0,371300.50000000006,1051691.5069643212,3909234.0,10.0,5165115.0,430426.25,1145577.4890670266,3945601.0,6.0,0,0,0,0,488,424,2.885609810149959,2.500861835463298,0.0,768.0,92.68965517241378,181.18914809988638,32829.50738916256,0,0,0,1,0,0,0,0,0.0,96.0,116.06666666666666,72.84615384615384,0,0,0,0,0,0,15,1741,13,947,29200,122,7,32,0,0,0,0,0,0,0,0,CIC
131.202.242.189-107.23.53.113-59570-443-6,131.202.242.189,59570,107.23.53.113,443,6,08/02/2018 11:19:41,10165720,11,13,1147.0,889.0,517.0,0.0,104.27272727272727,174.1741030745334,341.0,0.0,68.38461538461539,95.3664323032817,200.2809441928363,2.3608755700530804,441987.8260869565,2083695.7264990327,1.0000384E7,2.0,165326.0,16532.6,16546.035055095355,38801.0,96.0,1.0131518E7,844293.1666666666,2883470.8202497535,1.0000402E7,2.0,0,0,0,0,360,424,1.0820679696076618,1.2788076004454185,0.0,517.0,81.43999999999998,133.39886306362087,17795.256666666668,0,0,0,1,0,0,0,0,1.0,84.83333333333333,104.27272727272727,68.38461538461539,0,0,0,0,0,0,11,1147,13,889,29200,114,6,32,165326.0,0.0,165326.0,165326.0,1.0000384E7,0.0,1.0000384E7,1.0000384E7,CIC
